time,money,total_asset,market_value,profit,profit_ratio
2015-06-04,17938.819899999977,2041369.0399000002,2023430.2200000002,1041369.0399000002,1.0413690399000002
2015-06-05,17938.819899999977,2032716.6199,2014777.8,1032716.6199,1.0327166199
2015-06-08,17938.819899999977,2155086.5598999998,2137147.7399999998,1155086.5598999998,1.1550865598999998
2015-06-09,17938.819899999977,2116768.6999,2098829.88,1116768.6999,1.1167686999
2015-06-10,17938.819899999977,2079686.8999,2061748.08,1079686.8999,1.0796868999
2015-06-11,17938.819899999977,2054965.6999000001,2037026.8800000001,1054965.6999000001,1.0549656999
2015-06-12,17938.819899999977,2058673.8799000003,2040735.0600000003,1058673.8799000003,1.0586738799000004
2015-06-15,17938.819899999977,1985746.3399,1967807.52,985746.3399,0.9857463399
2015-06-16,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-17,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-18,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-19,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-23,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-24,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-25,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-26,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-29,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-06-30,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-07-01,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-07-02,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-07-03,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-07-06,1968374.7527,1968374.7527,0.0,968374.7527000001,0.9683747527000001
2015-07-07,1974.409499999977,2110255.9095,2108281.5,1110255.9095,1.1102559095
2015-07-08,1974.409499999977,1900147.3095,1898172.9,900147.3095,0.9001473095
2015-07-09,1974.409499999977,2054131.0095,2052156.5999999999,1054131.0095,1.0541310094999998
2015-07-10,2.7094999999769698,2140615.4294999996,2140612.7199999997,1140615.4294999996,1.1406154294999997
2015-07-13,2.7094999999769698,2080113.5894999998,2080110.88,1080113.5894999998,1.0801135894999998
2015-07-14,2.7094999999769698,1998003.9494999999,1998001.24,998003.9494999999,0.9980039494999998
2015-07-15,2.7094999999769698,1956228.8694999998,1956226.16,956228.8694999998,0.9562288694999997
2015-07-16,2.7094999999769698,1959109.9094999998,1959107.2,959109.9094999998,0.9591099094999999
2015-07-17,2.7094999999769698,1990801.3495,1990798.6400000001,990801.3495,0.9908013495
2015-07-20,2.7094999999769698,1959109.9094999998,1959107.2,959109.9094999998,0.9591099094999999
2015-07-21,2.7094999999769698,1954788.3495,1954785.6400000001,954788.3495,0.9547883495
2015-07-22,2.7094999999769698,1947585.7495,1947583.04,947585.7494999999,0.9475857495
2015-07-23,2.7094999999769698,1969193.5495,1969190.84,969193.5495,0.9691935494999999
2015-07-24,2.7094999999769698,1927418.4695,1927415.76,927418.4694999999,0.9274184694999998
2015-07-27,2.7094999999769698,1792009.5894999998,1792006.88,792009.5894999998,0.7920095894999998
2015-07-28,2.7094999999769698,1817938.9494999999,1817936.24,817938.9494999999,0.8179389494999999
2015-07-29,2.7094999999769698,1815057.9094999998,1815055.2,815057.9094999998,0.8150579094999998
2015-07-30,2.7094999999769698,1766080.2295,1766077.52,766080.2294999999,0.7660802294999999
2015-07-31,2.7094999999769698,1780485.4294999999,1780482.72,780485.4294999999,0.7804854294999999
2015-08-03,2.7094999999769698,1846749.3495,1846746.6400000001,846749.3495,0.8467493495
2015-08-04,2.7094999999769698,1852511.4294999999,1852508.72,852511.4294999999,0.8525114294999998
2015-08-05,2.7094999999769698,1813617.3894999998,1813614.68,813617.3894999998,0.8136173894999998
2015-08-06,2.7094999999769698,1804974.2694999997,1804971.5599999998,804974.2694999997,0.8049742694999997
2015-08-07,2.7094999999769698,1816498.4294999999,1816495.72,816498.4294999999,0.8164984294999998
2015-08-10,2.7094999999769698,1861154.5495,1861151.84,861154.5495,0.8611545494999999
2015-08-11,2.7094999999769698,1849630.3894999998,1849627.68,849630.3894999998,0.8496303894999998
2015-08-12,2.7094999999769698,1810736.3495,1810733.6400000001,810736.3495,0.8107363495000001
2015-08-13,2.7094999999769698,1810736.3495,1810733.6400000001,810736.3495,0.8107363495000001
2015-08-14,2.7094999999769698,1820819.9895,1820817.28,820819.9894999999,0.8208199894999999
2015-08-17,2.7094999999769698,1806414.7894999997,1806412.0799999998,806414.7894999997,0.8064147894999997
2015-08-18,2.7094999999769698,1767520.7495,1767518.04,767520.7494999999,0.7675207494999999
2015-08-19,2.7094999999769698,1761758.6694999998,1761755.96,761758.6694999998,0.7617586694999998
2015-08-20,2.7094999999769698,1735829.3095,1735826.6,735829.3095,0.7358293095
2015-08-21,2.7094999999769698,1656600.7094999999,1656598.0,656600.7094999999,0.6566007094999999
2015-08-24,2.7094999999769698,1490940.9094999998,1490938.2,490940.90949999983,0.49094090949999986
2015-08-25,2.7094999999769698,1362734.6295,1362731.9200000002,362734.62950000004,0.3627346295
2015-08-26,2.7094999999769698,1427558.0295,1427555.32,427558.02949999995,0.42755802949999994
2015-08-27,2.7094999999769698,1555764.3095,1555761.6,555764.3095,0.5557643095
2015-08-28,2.7094999999769698,1560085.8694999998,1560083.16,560085.8694999998,0.5600858694999998
2015-08-31,2.7094999999769698,1594658.3495,1594655.6400000001,594658.3495,0.5946583495
2015-09-01,2.7094999999769698,1666684.3495,1666681.6400000001,666684.3495,0.6666843495
2015-09-02,2.7094999999769698,1705578.3894999998,1705575.68,705578.3894999998,0.7055783894999998
2015-09-07,2.7094999999769698,1568728.9895,1568726.28,568728.9894999999,0.5687289895
2015-09-08,2.7094999999769698,1584574.7094999999,1584572.0,584574.7094999999,0.5845747094999999
2015-09-09,2.7094999999769698,1598979.9094999998,1598977.2,598979.9094999998,0.5989799094999998
2015-09-10,2.7094999999769698,1591777.3095,1591774.6,591777.3095,0.5917773095
2015-09-11,2.7094999999769698,1578812.6295,1578809.9200000002,578812.6295,0.5788126295
2015-09-14,2.7094999999769698,1565847.9494999999,1565845.24,565847.9494999999,0.5658479494999998
2015-09-15,2.7094999999769698,1522632.3495,1522629.6400000001,522632.3495,0.5226323495
2015-09-16,2.7094999999769698,1570169.5095,1570166.8,570169.5094999999,0.5701695094999999
2015-09-17,2.7094999999769698,1551442.7495,1551440.04,551442.7494999999,0.5514427494999999
2015-09-18,2.7094999999769698,1557204.8295,1557202.12,557204.8295,0.5572048294999999
2015-09-21,2.7094999999769698,1558645.3495,1558642.6400000001,558645.3495,0.5586453495
2015-09-22,2.7094999999769698,1578812.6295,1578809.9200000002,578812.6295,0.5788126295
2015-09-23,2.7094999999769698,1541359.1094999998,1541356.4,541359.1094999998,0.5413591094999998
2015-09-24,2.7094999999769698,1542799.6295,1542796.9200000002,542799.6295,0.5427996295
2015-09-25,2.7094999999769698,1519751.3095,1519748.6,519751.3095,0.5197513094999999
